,breadscrum,cod_item,cod_item_pai,nome,situacao,visibilidade_externa,monocratico,colegiado,presidente_vice,flg_papel,flg_eletronico,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
676,1:3:160:12262,12262,160,Emenda a inicial,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,14:48:12276:12279,12279,12276,Fim,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1:193:385:12450,12450,385,impugnação à execução,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,14:12522:12525:12526:12535,12535,12526,Frutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,14:12522:12525:12526:12536,12536,12526,Infrutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,14:12522:12525:12527:12537,12537,12527,Não-realizada,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,14:12522:12525:12527:12537:12538,12538,12537,Infrutífera,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,14:12522:12525:12527:12539,12539,12527,Infrutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,14:12522:12525:12527:12540,12540,12527,Frutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,14:12522:12525:12526:12610,12610,12526,Parcial,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,14:12522:12525:12527:12611,12611,12527,Parcial,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,14:48:12655:12656,12656,12655,Partido Movimentado,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1:193:385:12661:12670:12671,12671,12670,Procedência em Parte da Impugnação (Registro Cassado),I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1:193:385:12678,12678,385,Registro de Candidatura,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1:193:218:12709,12709,218,Registro de Candidatura,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,14:48:970:12747:12748,12748,12747,de Instrução,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1:3:12765,12765,3,Envio para Juízo de Retratação ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
