,breadscrum,cod_item,cod_item_pai,nome,situacao,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
762,2:197:1071:12760,12760,1071,Recurso de Julgamento Parcial ,A,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
763,2:1106:1107:26:27:12761,12761,27,Homologação do Penhor Legal,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
764,2:1106:1107:26:50:12762,12762,50,Extinção Consensual de União Estável,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
765,2:1106:1107:26:27:12763,12763,27,Reconhecimento e Extinção de União Estável,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
766,2:1106:1107:26:27:12764,12764,27,Separação Contenciosa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
767,1310:12775,12775,1310,Ação Direta de Inconstitucionalidade por Omissão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
768,1310:12776,12776,1310,Arguição de Impedimento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
769,1310:12777,12777,1310,Exceção de Incompetência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
770,1310:12778,12778,1310,Exceção de Litispendência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
771,1310:12779,12779,1310,Proposta de Súmula Vinculante,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
772,1310:12780,12780,1310,Admissão de Assistente,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
773,1310:12781,12781,1310,Impugnação ao Valor da Causa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
774,1310:12782,12782,1310,Incidente de Falsidade,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
775,1310:12783,12783,1310,Oposição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
776,1310:12784,12784,1310,Suspeição de Perito,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
777,1310:12785,12785,1310,Embargos à Execução,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
778,1310:12786,12786,1310,Cumprimento de Sentença,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
779,1310:12788,12788,1310,Execução contra a Fazenda Pública,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
780,1310:12789,12789,1310,Execução de Pena,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
781,1310:12790,12790,1310,Extensão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
782,1310:12791,12791,1310,Incidente de Assunção de Competência,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N
783,11427:12058,12058,11427,Suspensão de Segurança,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,385:406:12124,12124,406,Roteiro de Pena,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2:1106:1107:26:62:12390,12390,62,ação de partilha,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,11427:11534:12632,12632,11534,Requerimento de Regularização de Omissão de Prestação de Contas Anual,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1310:12786:12787,12787,12786,Execução contra a Fazenda Pública,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
